work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Identifier
2023,SE,FT,Machine Learning Software Engineer,180000,USD,180000,US,0,US,M,2023SEFTMachine Learning Software Engineer180000USD180000US0USM
2023,SE,FT,Machine Learning Software Engineer,90000,USD,90000,US,0,US,M,2023SEFTMachine Learning Software Engineer90000USD90000US0USM
2023,SE,FT,Data Scientist,126500,USD,126500,US,0,US,M,2023SEFTData Scientist126500USD126500US0USM
2023,SE,FT,Data Scientist,78000,USD,78000,US,0,US,M,2023SEFTData Scientist78000USD78000US0USM
2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,2023SEFTData Engineer180000USD180000US0USM
2023,SE,FT,Machine Learning Software Engineer,272000,USD,272000,US,0,US,M,2023SEFTMachine Learning Software Engineer272000USD272000US0USM
2023,SE,FT,Machine Learning Software Engineer,170000,USD,170000,US,0,US,M,2023SEFTMachine Learning Software Engineer170000USD170000US0USM
2023,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M,2023MIFTData Analyst80000USD80000US0USM
2023,MI,FT,Data Analyst,60000,USD,60000,US,0,US,M,2023MIFTData Analyst60000USD60000US0USM
2023,SE,FT,Data Engineer,259000,USD,259000,US,100,US,M,2023SEFTData Engineer259000USD259000US100USM
2023,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M,2023SEFTData Engineer146000USD146000US100USM
2023,SE,FT,Data Scientist,139500,USD,139500,US,0,US,M,2023SEFTData Scientist139500USD139500US0USM
2023,MI,FT,Data Engineer,140000,USD,140000,US,100,US,M,2023MIFTData Engineer140000USD140000US100USM
2023,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M,2023MIFTData Engineer120000USD120000US100USM
2023,MI,FT,Data Analyst,90000,GBP,109371,HR,0,HR,M,2023MIFTData Analyst90000GBP109371HR0HRM
2023,MI,FT,Data Analyst,60000,GBP,72914,HR,0,HR,M,2023MIFTData Analyst60000GBP72914HR0HRM
2023,EN,PT,Data Analyst,78000,PLN,17779,PL,100,IN,L,2023ENPTData Analyst78000PLN17779PL100INL
2023,EN,FT,Data Scientist,101400,BRL,19522,BR,100,BR,L,2023ENFTData Scientist101400BRL19522BR100BRL
2023,SE,FT,Data Science Lead,247500,USD,247500,US,0,US,M,2023SEFTData Science Lead247500USD247500US0USM
2023,SE,FT,Data Science Lead,172200,USD,172200,US,0,US,M,2023SEFTData Science Lead172200USD172200US0USM
2023,SE,FT,Machine Learning Infrastructure Engineer,100000,EUR,107309,FR,100,FR,M,2023SEFTMachine Learning Infrastructure Engineer100000EUR107309FR100FRM
2023,SE,FT,Machine Learning Infrastructure Engineer,70000,EUR,75116,FR,100,FR,M,2023SEFTMachine Learning Infrastructure Engineer70000EUR75116FR100FRM
2023,SE,FT,Machine Learning Engineer,288000,USD,288000,US,100,US,M,2023SEFTMachine Learning Engineer288000USD288000US100USM
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M,2023SEFTMachine Learning Engineer140000USD140000US100USM
2023,MI,FT,Data Science Lead,60000,GBP,72914,GB,0,GB,M,2023MIFTData Science Lead60000GBP72914GB0GBM
2023,MI,FT,Data Science Lead,50000,GBP,60761,GB,0,GB,M,2023MIFTData Science Lead50000GBP60761GB0GBM
2023,SE,FT,Data Scientist,215050,USD,215050,US,100,US,M,2023SEFTData Scientist215050USD215050US100USM
2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M,2023SEFTData Scientist156400USD156400US100USM
2023,SE,FT,Data Architect,198000,USD,198000,US,100,US,M,2023SEFTData Architect198000USD198000US100USM
2023,SE,FT,Data Architect,114000,USD,114000,US,100,US,M,2023SEFTData Architect114000USD114000US100USM
2023,SE,FT,Data Scientist,209300,USD,209300,US,100,US,M,2023SEFTData Scientist209300USD209300US100USM
2023,SE,FT,Data Scientist,182200,USD,182200,US,100,US,M,2023SEFTData Scientist182200USD182200US100USM
2022,EN,FT,Data Scientist,85000,USD,85000,US,0,US,M,2022ENFTData Scientist85000USD85000US0USM
2023,MI,FT,Machine Learning Engineer,40000,GBP,48609,GB,100,GB,M,2023MIFTMachine Learning Engineer40000GBP48609GB100GBM
2023,EN,FT,Research Engineer,120000,USD,120000,GB,100,GB,M,2023ENFTResearch Engineer120000USD120000GB100GBM
2023,EN,FT,Research Engineer,60000,USD,60000,GB,100,GB,M,2023ENFTResearch Engineer60000USD60000GB100GBM
2023,SE,FT,Machine Learning Engineer,147100,USD,147100,US,0,US,M,2023SEFTMachine Learning Engineer147100USD147100US0USM
2023,SE,FT,Machine Learning Engineer,90700,USD,90700,US,0,US,M,2023SEFTMachine Learning Engineer90700USD90700US0USM
2023,SE,FT,Data Analyst,227000,USD,227000,US,0,US,M,2023SEFTData Analyst227000USD227000US0USM
2023,SE,FT,Data Analyst,108000,USD,108000,US,0,US,M,2023SEFTData Analyst108000USD108000US0USM
2023,SE,FT,Data Architect,160000,USD,160000,US,100,US,M,2023SEFTData Architect160000USD160000US100USM
2023,SE,FT,Data Analyst,52000,EUR,55800,ES,100,ES,M,2023SEFTData Analyst52000EUR55800ES100ESM
2023,SE,FT,Data Analyst,48000,EUR,51508,ES,100,ES,M,2023SEFTData Analyst48000EUR51508ES100ESM
2023,EN,FT,Data Analyst,60000,USD,60000,US,100,US,L,2023ENFTData Analyst60000USD60000US100USL
2023,EN,FT,Data Analyst,50000,USD,50000,KW,50,US,L,2023ENFTData Analyst50000USD50000KW50USL
2023,SE,FT,Data Engineer,226700,USD,226700,US,0,US,M,2023SEFTData Engineer226700USD226700US0USM
2023,SE,FT,Data Engineer,133300,USD,133300,US,0,US,M,2023SEFTData Engineer133300USD133300US0USM
2023,SE,FT,Big Data Architect,124999,GBP,151902,GB,100,GB,L,2023SEFTBig Data Architect124999GBP151902GB100GBL
2023,EN,FT,Data Scientist,800000,INR,9727,IN,0,IN,L,2023ENFTData Scientist800000INR9727IN0INL
2023,SE,FT,Data Analyst,52500,USD,52500,US,0,US,M,2023SEFTData Analyst52500USD52500US0USM
2023,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M,2023SEFTData Engineer250000USD250000US100USM
2023,SE,FT,Data Engineer,162500,USD,162500,US,100,US,M,2023SEFTData Engineer162500USD162500US100USM
2023,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M,2023MIFTData Analyst165000USD165000US0USM
2023,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M,2023MIFTData Analyst124000USD124000US0USM
2023,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M,2023SEFTData Engineer63000USD63000US100USM
2023,SE,FT,Research Scientist,253750,USD,253750,ES,0,ES,M,2023SEFTResearch Scientist253750USD253750ES0ESM
2023,SE,FT,Research Scientist,169200,USD,169200,ES,0,ES,M,2023SEFTResearch Scientist169200USD169200ES0ESM
2023,MI,FT,Data Scientist,170000,USD,170000,US,0,US,M,2023MIFTData Scientist170000USD170000US0USM
2023,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M,2023MIFTData Scientist120000USD120000US0USM
2023,SE,FT,Data Engineer,213580,USD,213580,US,100,US,M,2023SEFTData Engineer213580USD213580US100USM
2023,SE,FT,Data Engineer,163625,USD,163625,US,100,US,M,2023SEFTData Engineer163625USD163625US100USM
2023,EN,FT,Data Engineer,12000,USD,12000,VN,0,VN,L,2023ENFTData Engineer12000USD12000VN0VNL
2022,SE,FT,Machine Learning Software Engineer,375000,USD,375000,US,100,US,M,2022SEFTMachine Learning Software Engineer375000USD375000US100USM
2023,SE,FT,Data Engineer,95000,EUR,101943,IE,100,IE,M,2023SEFTData Engineer95000EUR101943IE100IEM
2023,MI,FT,Product Data Analyst,1350000,INR,16414,IN,100,IN,L,2023MIFTProduct Data Analyst1350000INR16414IN100INL
2023,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M,2023SEFTMachine Learning Engineer220000USD220000US0USM
2023,EX,FT,Data Engineer,210000,USD,210000,US,0,US,M,2023EXFTData Engineer210000USD210000US0USM
2023,SE,FT,Data Science Manager,231250,USD,231250,US,100,US,M,2023SEFTData Science Manager231250USD231250US100USM
2023,SE,FT,Data Science Manager,138750,USD,138750,US,100,US,M,2023SEFTData Science Manager138750USD138750US100USM
2023,SE,FT,Machine Learning Engineer,284310,USD,284310,US,0,US,M,2023SEFTMachine Learning Engineer284310USD284310US0USM
2023,SE,FT,Machine Learning Engineer,153090,USD,153090,US,0,US,M,2023SEFTMachine Learning Engineer153090USD153090US0USM
2023,MI,FT,Data Analyst,125000,USD,125000,US,0,US,M,2023MIFTData Analyst125000USD125000US0USM
2023,MI,FT,Data Analyst,105000,USD,105000,US,0,US,M,2023MIFTData Analyst105000USD105000US0USM
2023,MI,FT,Data Analyst,90000,GBP,109371,GB,0,GB,M,2023MIFTData Analyst90000GBP109371GB0GBM
2023,MI,FT,Data Analyst,70000,GBP,85066,GB,0,GB,M,2023MIFTData Analyst70000GBP85066GB0GBM
2023,EN,FT,Data Analyst,100000,USD,100000,US,50,US,M,2023ENFTData Analyst100000USD100000US50USM
2023,SE,FT,Data Science Lead,225900,USD,225900,US,0,US,M,2023SEFTData Science Lead225900USD225900US0USM
2023,SE,FT,Data Science Lead,156400,USD,156400,US,0,US,M,2023SEFTData Science Lead156400USD156400US0USM
2023,SE,FT,Data Analyst,385000,USD,385000,US,0,US,M,2023SEFTData Analyst385000USD385000US0USM
2023,SE,FT,Data Analyst,60000,USD,60000,US,0,US,M,2023SEFTData Analyst60000USD60000US0USM
2023,MI,FT,Data Analyst,95000,USD,95000,US,100,US,M,2023MIFTData Analyst95000USD95000US100USM
2023,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M,2023SEFTData Scientist135000USD135000US100USM
2023,SE,FT,Data Analyst,93919,USD,93919,US,100,US,M,2023SEFTData Analyst93919USD93919US100USM
2023,SE,FT,Data Analyst,51962,USD,51962,US,100,US,M,2023SEFTData Analyst51962USD51962US100USM
2023,SE,FT,Data Engineer,241871,USD,241871,US,0,US,M,2023SEFTData Engineer241871USD241871US0USM
2023,SE,FT,Data Engineer,133832,USD,133832,US,0,US,M,2023SEFTData Engineer133832USD133832US0USM
2023,SE,FT,Data Scientist,90000,USD,90000,US,100,US,M,2023SEFTData Scientist90000USD90000US100USM
2023,SE,FT,Data Analyst,192500,USD,192500,US,100,US,M,2023SEFTData Analyst192500USD192500US100USM
2023,MI,FT,Machine Learning Engineer,36000,USD,36000,MX,100,MX,S,2023MIFTMachine Learning Engineer36000USD36000MX100MXS
2023,SE,FT,Research Scientist,370000,USD,370000,US,0,US,M,2023SEFTResearch Scientist370000USD370000US0USM
2023,SE,FT,Data Scientist,235000,USD,235000,US,100,US,M,2023SEFTData Scientist235000USD235000US100USM
2023,MI,FT,Machine Learning Engineer,100000,GBP,121523,GB,0,GB,M,2023MIFTMachine Learning Engineer100000GBP121523GB0GBM
2023,MI,FT,Machine Learning Engineer,80000,GBP,97218,GB,0,GB,M,2023MIFTMachine Learning Engineer80000GBP97218GB0GBM
2023,SE,FT,Data Scientist,216100,USD,216100,US,0,US,M,2023SEFTData Scientist216100USD216100US0USM
2023,SE,FT,Data Scientist,140800,USD,140800,US,0,US,M,2023SEFTData Scientist140800USD140800US0USM
2023,MI,FT,Machine Learning Engineer,120000,GBP,145828,GB,0,GB,M,2023MIFTMachine Learning Engineer120000GBP145828GB0GBM
2023,SE,FT,Computer Vision Software Engineer,50000,EUR,53654,NL,100,CA,L,2023SEFTComputer Vision Software Engineer50000EUR53654NL100CAL
2023,EN,FT,Data Scientist,110000,USD,110000,US,50,US,S,2023ENFTData Scientist110000USD110000US50USS
2023,MI,FT,Data Engineer,55000,GBP,66837,GB,100,GB,M,2023MIFTData Engineer55000GBP66837GB100GBM
2023,MI,FT,Data Engineer,52000,GBP,63192,GB,100,GB,M,2023MIFTData Engineer52000GBP63192GB100GBM
2023,MI,FT,Data Analyst,50000,GBP,60761,GB,0,GB,M,2023MIFTData Analyst50000GBP60761GB0GBM
2023,EX,FT,Data Engineer,284000,USD,284000,US,100,US,M,2023EXFTData Engineer284000USD284000US100USM
2023,EX,FT,Data Engineer,236000,USD,236000,US,100,US,M,2023EXFTData Engineer236000USD236000US100USM
2023,SE,FT,Research Scientist,248100,USD,248100,CA,0,CA,M,2023SEFTResearch Scientist248100USD248100CA0CAM
2023,SE,FT,Research Scientist,145900,USD,145900,CA,0,CA,M,2023SEFTResearch Scientist145900USD145900CA0CAM
2023,SE,FT,Research Engineer,155850,USD,155850,US,0,US,M,2023SEFTResearch Engineer155850USD155850US0USM
2023,SE,FT,Research Engineer,102544,USD,102544,US,0,US,M,2023SEFTResearch Engineer102544USD102544US0USM
2023,MI,FT,Data Scientist,151410,USD,151410,US,100,US,M,2023MIFTData Scientist151410USD151410US100USM
2023,MI,FT,Data Scientist,115360,USD,115360,US,100,US,M,2023MIFTData Scientist115360USD115360US100USM
2023,MI,FT,Data Engineer,62000,EUR,66531,ES,100,ES,M,2023MIFTData Engineer62000EUR66531ES100ESM
2023,MI,FT,Data Engineer,55000,EUR,59020,ES,100,ES,M,2023MIFTData Engineer55000EUR59020ES100ESM
2023,SE,FT,Director of Data Science,170000,CAD,125686,CA,50,CA,M,2023SEFTDirector of Data Science170000CAD125686CA50CAM
2023,SE,FT,Azure Data Engineer,100000,USD,100000,NL,50,NL,L,2023SEFTAzure Data Engineer100000USD100000NL50NLL
2023,EN,FT,Data Scientist,1050000,INR,12767,IN,50,IN,L,2023ENFTData Scientist1050000INR12767IN50INL
2023,SE,FT,Data Scientist,185000,USD,185000,GB,0,GB,M,2023SEFTData Scientist185000USD185000GB0GBM
2023,SE,FT,Data Scientist,120250,USD,120250,GB,0,GB,M,2023SEFTData Scientist120250USD120250GB0GBM
2023,EN,FT,Data Engineer,25000,EUR,26827,DE,100,DE,L,2023ENFTData Engineer25000EUR26827DE100DEL
2022,EN,FT,Data Scientist,180000,USD,180000,US,100,US,M,2022ENFTData Scientist180000USD180000US100USM
2023,MI,FT,Research Scientist,85000,USD,85000,US,0,US,M,2023MIFTResearch Scientist85000USD85000US0USM
2023,MI,FT,Research Scientist,70000,USD,70000,US,0,US,M,2023MIFTResearch Scientist70000USD70000US0USM
2023,SE,FT,BI Developer,135000,USD,135000,US,100,US,M,2023SEFTBI Developer135000USD135000US100USM
2023,SE,FT,BI Developer,100000,USD,100000,US,100,US,M,2023SEFTBI Developer100000USD100000US100USM
2023,EX,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,2023EXFTData Analytics Manager155000USD155000US0USM
2023,EX,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,2023EXFTData Analytics Manager140000USD140000US0USM
2023,SE,FT,Data Scientist,225000,USD,225000,US,100,US,M,2023SEFTData Scientist225000USD225000US100USM
2023,SE,FT,ML Engineer,220000,USD,220000,US,0,US,M,2023SEFTML Engineer220000USD220000US0USM
2023,SE,FT,ML Engineer,150000,USD,150000,US,0,US,M,2023SEFTML Engineer150000USD150000US0USM
2023,SE,FT,Data Analytics Manager,204500,USD,204500,US,0,US,M,2023SEFTData Analytics Manager204500USD204500US0USM
2023,SE,FT,Data Analytics Manager,138900,USD,138900,US,0,US,M,2023SEFTData Analytics Manager138900USD138900US0USM
2023,SE,FT,Data Engineer,107000,USD,107000,US,100,US,M,2023SEFTData Engineer107000USD107000US100USM
2022,MI,FT,Research Scientist,23000,USD,23000,IN,100,IN,L,2022MIFTResearch Scientist23000USD23000IN100INL
2023,MI,FT,Machine Learning Engineer,110000,USD,110000,US,100,US,L,2023MIFTMachine Learning Engineer110000USD110000US100USL
2023,SE,FT,Data Engineer,265000,USD,265000,US,100,US,M,2023SEFTData Engineer265000USD265000US100USM
2023,SE,FT,Data Engineer,182750,USD,182750,US,100,US,M,2023SEFTData Engineer182750USD182750US100USM
2023,SE,FT,Data Engineer,137500,USD,137500,US,0,US,M,2023SEFTData Engineer137500USD137500US0USM
2023,EX,FT,Head of Data Science,314100,USD,314100,US,0,US,M,2023EXFTHead of Data Science314100USD314100US0USM
2023,EX,FT,Head of Data Science,195800,USD,195800,US,0,US,M,2023EXFTHead of Data Science195800USD195800US0USM
2023,SE,FT,Applied Scientist,205000,USD,205000,US,0,US,M,2023SEFTApplied Scientist205000USD205000US0USM
2023,SE,FT,Applied Scientist,180000,USD,180000,US,0,US,M,2023SEFTApplied Scientist180000USD180000US0USM
2023,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M,2023SEFTData Scientist165000USD165000US100USM
2023,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M,2023SEFTData Scientist144000USD144000US100USM
2023,EN,FT,BI Developer,160000,USD,160000,US,0,US,M,2023ENFTBI Developer160000USD160000US0USM
2023,EN,FT,BI Developer,100000,USD,100000,US,0,US,M,2023ENFTBI Developer100000USD100000US0USM
2023,EX,FT,Data Engineer,200000,USD,200000,US,0,US,M,2023EXFTData Engineer200000USD200000US0USM
2023,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,2023MIFTData Analyst150000USD150000US0USM
2023,SE,FT,Data Manager,199000,USD,199000,US,0,US,M,2023SEFTData Manager199000USD199000US0USM
2023,SE,FT,Data Manager,112000,USD,112000,US,0,US,M,2023SEFTData Manager112000USD112000US0USM
2023,EN,FT,Big Data Engineer,130000,USD,130000,SE,100,SE,S,2023ENFTBig Data Engineer130000USD130000SE100SES
2023,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,2023ENFTData Engineer160000USD160000US0USM
2023,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,2023ENFTData Engineer135000USD135000US0USM
2023,SE,FT,Data Scientist,183000,USD,183000,US,0,US,M,2023SEFTData Scientist183000USD183000US0USM
2023,SE,FT,Data Scientist,134000,USD,134000,US,0,US,M,2023SEFTData Scientist134000USD134000US0USM
2023,SE,FT,Applied Scientist,350000,USD,350000,US,0,US,L,2023SEFTApplied Scientist350000USD350000US0USL
2023,SE,FT,Applied Scientist,262500,USD,262500,US,0,US,L,2023SEFTApplied Scientist262500USD262500US0USL
2023,SE,FT,Data Analyst,122000,USD,122000,US,0,US,M,2023SEFTData Analyst122000USD122000US0USM
2023,SE,FT,Data Analyst,94000,USD,94000,US,0,US,M,2023SEFTData Analyst94000USD94000US0USM
2023,SE,FT,Machine Learning Engineer,276000,USD,276000,US,0,US,M,2023SEFTMachine Learning Engineer276000USD276000US0USM
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,US,0,US,M,2023SEFTMachine Learning Engineer184000USD184000US0USM
2023,MI,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M,2023MIFTMachine Learning Engineer180000USD180000US100USM
2023,MI,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,2023MIFTMachine Learning Engineer150000USD150000US100USM
2023,SE,FT,Data Scientist,209450,USD,209450,US,100,US,M,2023SEFTData Scientist209450USD209450US100USM
2023,SE,FT,Data Scientist,158677,USD,158677,US,100,US,M,2023SEFTData Scientist158677USD158677US100USM
2023,MI,FT,Data Analyst,103200,USD,103200,US,0,US,M,2023MIFTData Analyst103200USD103200US0USM
2023,MI,FT,Data Analyst,61200,USD,61200,US,0,US,M,2023MIFTData Analyst61200USD61200US0USM
2022,MI,FT,Data Scientist,155000,USD,155000,US,100,US,L,2022MIFTData Scientist155000USD155000US100USL
2021,EN,FT,Marketing Data Engineer,90000,SGD,66970,SG,50,SG,L,2021ENFTMarketing Data Engineer90000SGD66970SG50SGL
2023,SE,FT,Data Scientist,59000,EUR,63312,CY,50,EE,L,2023SEFTData Scientist59000EUR63312CY50EEL
2023,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M,2023SEFTData Scientist240000USD240000US100USM
2023,SE,FT,Data Scientist,139000,USD,139000,US,100,US,M,2023SEFTData Scientist139000USD139000US100USM
2023,SE,FT,Data Architect,174500,USD,174500,US,0,US,M,2023SEFTData Architect174500USD174500US0USM
2023,SE,FT,Data Architect,113000,USD,113000,US,0,US,M,2023SEFTData Architect113000USD113000US0USM
2023,SE,FT,Data Analyst,87000,USD,87000,US,100,US,M,2023SEFTData Analyst87000USD87000US100USM
2023,SE,FT,Data Analyst,160000,USD,160000,US,100,US,M,2023SEFTData Analyst160000USD160000US100USM
2023,SE,FT,Data Analyst,108000,USD,108000,US,100,US,M,2023SEFTData Analyst108000USD108000US100USM
2023,SE,FT,Data Engineer,107250,USD,107250,US,100,US,M,2023SEFTData Engineer107250USD107250US100USM
2023,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M,2023SEFTData Engineer300000USD300000US0USM
2023,SE,FT,Data Engineer,119000,USD,119000,US,0,US,M,2023SEFTData Engineer119000USD119000US0USM
2023,SE,FT,Data Scientist,285800,USD,285800,US,100,US,M,2023SEFTData Scientist285800USD285800US100USM
2023,SE,FT,Data Scientist,154600,USD,154600,US,100,US,M,2023SEFTData Scientist154600USD154600US100USM
2023,MI,FT,Head of Data Science,5000000,INR,60795,IN,50,IN,L,2023MIFTHead of Data Science5000000INR60795IN50INL
2023,EN,FT,Data Analyst,30000,USD,30000,AR,100,US,S,2023ENFTData Analyst30000USD30000AR100USS
2023,MI,FT,Data Science Manager,220000,USD,220000,US,0,US,M,2023MIFTData Science Manager220000USD220000US0USM
2023,MI,FT,Data Science Manager,195000,USD,195000,US,0,US,M,2023MIFTData Science Manager195000USD195000US0USM
2023,SE,FT,Data Manager,168400,USD,168400,US,0,US,M,2023SEFTData Manager168400USD168400US0USM
2023,SE,FT,Analytics Engineer,200000,USD,200000,US,100,US,M,2023SEFTAnalytics Engineer200000USD200000US100USM
2023,SE,FT,Analytics Engineer,175000,USD,175000,US,100,US,M,2023SEFTAnalytics Engineer175000USD175000US100USM
2023,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M,2023SEFTAnalytics Engineer231250USD231250US100USM
2023,SE,FT,Analytics Engineer,138750,USD,138750,US,100,US,M,2023SEFTAnalytics Engineer138750USD138750US100USM
2023,SE,FT,Data Engineer,153000,USD,153000,CA,100,CA,M,2023SEFTData Engineer153000USD153000CA100CAM
2023,SE,FT,Data Engineer,94000,USD,94000,CA,100,CA,M,2023SEFTData Engineer94000USD94000CA100CAM
2023,SE,FT,Data Engineer,90000,USD,90000,US,100,US,M,2023SEFTData Engineer90000USD90000US100USM
2023,EN,FT,Data Scientist,124234,USD,124234,US,0,US,M,2023ENFTData Scientist124234USD124234US0USM
2023,EN,FT,Data Scientist,74540,USD,74540,US,0,US,M,2023ENFTData Scientist74540USD74540US0USM
2023,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M,2023MIFTData Analyst109000USD109000US0USM
2023,MI,FT,Data Analyst,79000,USD,79000,US,0,US,M,2023MIFTData Analyst79000USD79000US0USM
2022,SE,FT,Machine Learning Engineer,80000,EUR,84053,FR,50,FR,L,2022SEFTMachine Learning Engineer80000EUR84053FR50FRL
2023,MI,FT,Machine Learning Engineer,50000,USD,50000,AM,0,AM,S,2023MIFTMachine Learning Engineer50000USD50000AM0AMS
2023,SE,FT,Data Analyst,125600,USD,125600,US,100,US,M,2023SEFTData Analyst125600USD125600US100USM
2023,SE,FT,Data Analyst,141290,USD,141290,US,0,US,M,2023SEFTData Analyst141290USD141290US0USM
2023,SE,FT,Data Analyst,74178,USD,74178,US,0,US,M,2023SEFTData Analyst74178USD74178US0USM
2023,SE,FT,Data Engineer,85000,USD,85000,US,100,US,M,2023SEFTData Engineer85000USD85000US100USM
2023,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M,2023SEFTData Engineer220000USD220000US0USM
2023,SE,FT,Data Engineer,205600,USD,205600,US,100,US,M,2023SEFTData Engineer205600USD205600US100USM
2023,SE,FT,Data Engineer,107500,USD,107500,US,100,US,M,2023SEFTData Engineer107500USD107500US100USM
2023,EN,FT,Data Scientist,1060000,INR,12888,IN,50,IN,S,2023ENFTData Scientist1060000INR12888IN50INS
2023,MI,FT,Data Analyst,52500,USD,52500,US,0,US,M,2023MIFTData Analyst52500USD52500US0USM
2023,SE,FT,Data Scientist,84000,USD,84000,US,100,US,M,2023SEFTData Scientist84000USD84000US100USM
2023,SE,FT,BI Analyst,125000,USD,125000,US,0,US,M,2023SEFTBI Analyst125000USD125000US0USM
2023,SE,FT,BI Analyst,110000,USD,110000,US,0,US,M,2023SEFTBI Analyst110000USD110000US0USM
2023,SE,FT,ML Engineer,200000,USD,200000,US,0,US,M,2023SEFTML Engineer200000USD200000US0USM
2023,SE,FT,ML Engineer,135000,USD,135000,US,0,US,M,2023SEFTML Engineer135000USD135000US0USM
2022,EN,FT,Business Data Analyst,48000,USD,48000,US,50,US,L,2022ENFTBusiness Data Analyst48000USD48000US50USL
2023,EN,FT,AI Developer,120000,USD,120000,BA,50,BA,S,2023ENFTAI Developer120000USD120000BA50BAS
2023,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M,2023SEFTData Engineer170000USD170000US100USM
2023,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M,2023MIFTData Engineer150000USD150000US0USM
2023,SE,FT,Computer Vision Engineer,200000,USD,200000,US,100,US,S,2023SEFTComputer Vision Engineer200000USD200000US100USS
2023,MI,FT,Applied Data Scientist,80000,USD,80000,KE,100,KE,S,2023MIFTApplied Data Scientist80000USD80000KE100KES
2023,EN,FT,Business Data Analyst,12000,EUR,12877,GR,50,GR,L,2023ENFTBusiness Data Analyst12000EUR12877GR50GRL
2022,EN,FT,AI Developer,6000,EUR,6304,MK,0,MK,S,2022ENFTAI Developer6000EUR6304MK0MKS
2023,MI,FT,Data Analytics Lead,1440000,INR,17509,IN,50,SG,M,2023MIFTData Analytics Lead1440000INR17509IN50SGM
2023,SE,FT,Data Scientist,257000,USD,257000,US,0,US,M,2023SEFTData Scientist257000USD257000US0USM
2023,SE,FT,Data Scientist,72000,EUR,77262,LV,0,LV,M,2023SEFTData Scientist72000EUR77262LV0LVM
2023,SE,FT,Data Scientist,36000,EUR,38631,LV,0,LV,M,2023SEFTData Scientist36000EUR38631LV0LVM
2023,SE,FT,BI Developer,140000,USD,140000,US,100,US,M,2023SEFTBI Developer140000USD140000US100USM
2023,SE,FT,BI Developer,110000,USD,110000,US,100,US,M,2023SEFTBI Developer110000USD110000US100USM
2023,SE,FT,Research Scientist,151800,USD,151800,US,0,US,M,2023SEFTResearch Scientist151800USD151800US0USM
2023,MI,FT,Data Scientist,50000,EUR,53654,RO,50,RO,L,2023MIFTData Scientist50000EUR53654RO50ROL
2023,SE,FT,Data Analyst,48000,EUR,51508,ES,0,ES,M,2023SEFTData Analyst48000EUR51508ES0ESM
2023,SE,FT,Data Analyst,38000,EUR,40777,ES,0,ES,M,2023SEFTData Analyst38000EUR40777ES0ESM
2023,MI,FT,Data Engineer,95000,USD,95000,US,100,US,M,2023MIFTData Engineer95000USD95000US100USM
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M,2023SEFTData Scientist130000USD130000US100USM
2023,MI,FT,Data Analyst,120000,USD,120000,US,100,US,M,2023MIFTData Analyst120000USD120000US100USM
2023,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M,2023MIFTData Analyst100000USD100000US100USM
2023,MI,FT,Data Scientist,183310,USD,183310,US,0,US,M,2023MIFTData Scientist183310USD183310US0USM
2023,SE,FT,Data Analyst,102500,USD,102500,US,100,US,M,2023SEFTData Analyst102500USD102500US100USM
2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M,2023SEFTData Scientist185000USD185000US0USM
2023,SE,FT,Data Science Consultant,122000,USD,122000,US,0,US,M,2023SEFTData Science Consultant122000USD122000US0USM
2023,SE,FT,Data Science Consultant,94000,USD,94000,US,0,US,M,2023SEFTData Science Consultant94000USD94000US0USM
2023,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M,2023SEFTData Scientist220000USD220000US0USM
